,Lemmatized Verb,Frequency,Synset,Status
2502,surge,10,"['tide' 'scend' 'heave' 'soar_up' 'surge' 'soar_upwards' 'zoom' 'soar'
 'billow']",valid
2503,surpass,2,"['go_by' 'outgo' 'outperform' 'excel' 'exceed' 'go_past' 'pass_by' 'outdo'
 'outmatch' 'stand_out' 'transcend' 'travel_by' 'outstrip' 'surpass'
 'pass' 'surmount']",valid
2504,surprise,1,['storm' 'surprise'],valid
2505,surrender,1,['deliver' 'give_up' 'surrender' 'cede'],valid
2506,surrogate,1,,invalid
2507,surround,21,"['environ' 'beleaguer' 'skirt' 'hem_in' 'wall' 'smother' 'besiege'
 'palisade' 'circumvent' 'surround' 'border' 'fence' 'fence_in' 'ring']",valid
2508,surveillancefunding,1,,invalid
2509,surveilled,2,,invalid
2510,survey,17,['follow' 'survey' 'appraise' 'surveil' 'go_over' 'review'],valid
2511,survive,37,"['exist' 'live' 'make_it' 'survive' 'come_through' 'last' 'endure'
 'pull_round' 'subsist' 'outlast' 'hold_up' 'go' 'outlive' 'pull_through'
 'hold_out' 'live_on']",valid
2512,suspect,172,['suspect' 'distrust' 'mistrust' 'surmise'],valid
2513,suspend,5,['debar' 'set_aside' 'freeze' 'suspend'],valid
2514,sustain,87,"['keep' 'substantiate' 'keep_up' 'support' 'have' 'prolong' 'suffer'
 'sustain' 'confirm' 'nurture' 'hold' 'hold_up' 'maintain' 'get' 'nourish'
 'corroborate' 'affirm']",valid
2515,svna,3,,invalid
2516,swab,10,['swob' 'swab' 'dab'],valid
2517,swallow,1,"['withdraw' 'get_down' 'accept' 'live_with' 'immerse' 'eat_up'
 'swallow_up' 'take_back' 'swallow' 'unsay' 'bury']",valid
2518,swe01,1,,invalid
2519,sweat,4,['sweat' 'perspire' 'sudate'],valid
2520,sweep,1,"['swing_out' 'brush' 'swing' 'embroil' 'broom' 'drag_in' 'drag' 'sweep_up'
 'cross' 'traverse' 'span' 'sail' 'tangle' 'sweep']",valid
2521,swell,60,"['tumefy' 'swell' 'tumesce' 'swell_up' 'puff_up' 'well' 'intumesce'
 'well_up']",valid
2522,switch,37,"['switch_over' 'exchange' 'switch' 'change_over' 'throw' 'swop' 'shift'
 'change' 'flip' 'flip-flop' 'swap' 'trade' 'alternate' 'interchange'
 'tack']",valid
2523,symptomshospitalized,1,,invalid
2524,synchronize,3,['contemporise' 'synchronize' 'synchronise' 'sync' 'contemporize'],valid
2525,syndromeÃÂÂassociated,1,,invalid
2526,synergizes,2,,invalid
2527,synthesise,2,['synthesise' 'synthesize'],valid
2528,synthesize,9,['synthesise' 'synthesize'],valid
2529,t2_inf,1,,invalid
2530,tab,2,,invalid
2531,table,1,"['shelve' 'put_over' 'remit' 'tabularize' 'prorogue' 'defer' 'tabularise'
 'put_off' 'table' 'postpone' 'tabulate' 'set_back' 'hold_over']",valid
2532,tabulate,4,['tabularise' 'tabulate' 'tabularize' 'table'],valid
2533,tacrolimus,2,,invalid
2534,tag,5,"['label' 'tag' 'go_after' 'track' 'chase' 'tail' 'chase_after' 'trail'
 'mark' 'dog' 'give_chase']",valid
2535,tail,2,"['go_after' 'tag' 'track' 'chase' 'tail' 'chase_after' 'trail' 'dock'
 'bob' 'dog' 'give_chase']",valid
2536,tailor,20,['tailor' 'orient' 'cut' 'tailor-make' 'sew'],valid
2537,take,359,"['call_for' 'ingest' 'need' 'contain' 'have' 'submit' 'fill' 'guide'
 'get_hold_of' 'ask' 'learn' 'shoot' 'train' 'strike' 'assume' 'lead'
 'hold' 'take_away' 'direct' 'hire' 'engage' 'involve' 'necessitate'
 'accept' 'charter' 'acquire' 'claim' 'convey' 'film' 'bring' 'consider'
 'pack' 'require' 'select' 'look_at' 'withdraw' 'drive' 'pick_out' 'rent'
 'consume' 'take_in' 'subscribe_to' 'admit' 'exact' 'occupy' 'carry'
 'take_on' 'take_up' 'demand' 'make' 'lease' 'contract' 'postulate'
 'take_aim' 'adopt' 'aim' 'read' 'subscribe' 'choose' 'use_up' 'remove'
 'deal' 'take' 'get' 'study' 'conduct']",valid
2538,takotsubo,2,,invalid
2539,talk,1,"['tattle' 'talk' 'babble' 'verbalise' 'spill' 'babble_out' 'lecture'
 'peach' 'spill_the_beans' 'blab' 'utter' 'sing'
 'let_the_cat_out_of_the_bag' 'blab_out' 'speak' 'mouth' 'verbalize']",valid
2540,tally,1,"['fit' 'add_up' 'sum_up' 'tot' 'add_together' 'chalk_up' 'match' 'gibe'
 'tot_up' 'correspond' 'sum' 'score' 'tote_up' 'check' 'rack_up' 'tally'
 'hit' 'add' 'jibe' 'summate' 'agree' 'total']",valid
2541,tam,1,,invalid
2542,taper,3,['point' 'sharpen' 'taper'],valid
2543,target,281,['aim' 'point' 'target' 'direct' 'place'],valid
2544,tcga,2,,invalid
2545,tcmapa,2,,invalid
2546,tdap,13,,invalid
2547,teach,5,['teach' 'instruct' 'learn'],valid
2548,teae,2,,invalid
2549,teencove,2,,invalid
2550,telephone,1,['call' 'phone' 'telephone' 'call_up' 'ring'],valid
2551,tell,3,"['severalize' 'evidence' 'tell' 'enjoin' 'distinguish' 'order' 'narrate'
 'separate' 'say' 'secernate' 'secern' 'severalise' 'state' 'assure'
 'differentiate' 'tell_apart' 'recite' 'recount']",valid
2552,tem,1,,invalid
2553,tend,63,['tend' 'be_given' 'lean' 'incline' 'run'],valid
2554,term,24,['term'],valid
2555,terminate,6,"['end' 'send_away' 'finish' 'give_notice' 'terminate' 'sack'
 'give_the_axe' 'displace' 'can' 'stop' 'dismiss' 'cease' 'give_the_sack'
 'fire' 'force_out']",valid
2556,test,969,['try' 'examine' 'try_out' 'test' 'essay' 'prove' 'quiz' 'screen'],valid
2557,testingreporting,2,,invalid
2558,tether,3,['tether'],valid
2559,teto,1,,invalid
2560,th1,1,,invalid
2561,thaw,5,['unfreeze' 'unthaw' 'melt' 'dissolve' 'dethaw' 'thaw'],valid
2562,theorize,2,"['speculate' 'suppose' 'conjecture' 'hypothesize' 'hypothecate' 'theorise'
 'theorize' 'hypothesise']",valid
2563,therapeutic,1,,invalid
2564,therapyÃÂÂrelated,2,,invalid
2565,thermostable,1,,invalid
2566,thicken,1,['thicken' 'inspissate'],valid
2567,thigh,1,,invalid
2568,think,28,"['conceive' 'guess' 'imagine' 'think' 'recall' 'believe' 'cogitate'
 'call_up' 'reckon' 'consider' 'remember' 'recollect' 'retrieve'
 'call_back' 'opine' 'mean' 'suppose' 'cerebrate' 'intend']",valid
2569,thoracic,3,,invalid
2570,thread,1,['wind' 'wander' 'draw' 'thread' 'weave' 'meander' 'string'],valid
2571,threat,1,,invalid
2572,threaten,99,"['jeopardise' 'peril' 'menace' 'endanger' 'imperil' 'jeopardize'
 'threaten']",valid
2573,threating,2,,invalid
2574,thrombospondin,4,,invalid
2575,thyroid,4,,invalid
2576,tide,1,['tide' 'surge'],valid
2577,tie,2,"['bond' 'attach' 'bind' 'draw' 'link_up' 'wed' 'marry' 'splice' 'link'
 'connect' 'tie']",valid
2578,tile,1,['tile'],valid
2579,time,41,['clock' 'time'],valid
2580,timo,1,,invalid
2581,tingle,1,['tingle' 'prickle'],valid
2582,tip,1,"['tippytoe' 'fee' 'angle' 'tilt' 'slant' 'tiptoe' 'tip_off' 'topple'
 'lean' 'tap' 'tip' 'bung' 'tumble']",valid
2583,tiredness,3,,invalid
2584,titleabstract,1,,invalid
2585,titrate,6,['titrate'],valid
2586,tn,1,,invalid
2587,tnf-,4,,invalid
2588,tnfÃÂfnÃÂ³-secreting,1,,invalid
2589,tolerate,213,"['abide' 'digest' 'support' 'suffer' 'tolerate' 'allow' 'permit' 'stomach'
 'stand' 'put_up' 'bear' 'brook' 'stick_out' 'endure']",valid
2590,tomographycomputed,1,,invalid
2591,tool,1,['tool_around' 'tool' 'joyride'],valid
2592,total,3,"['come' 'tally' 'amount' 'add' 'tot_up' 'sum' 'number' 'add_up' 'tot'
 'sum_up' 'summate' 'tote_up' 'add_together' 'total']",valid
2593,touch,1,"['allude' 'tint' 'reach' 'extend_to' 'concern' 'contact' 'bear_upon'
 'refer' 'match' 'stir' 'rival' 'partake' 'meet' 'come_to' 'adjoin'
 'affect' 'tinge' 'have-to_doe_with' 'bear_on' 'touch' 'touch_on' 'tinct'
 'advert' 'impact' 'disturb' 'equal' 'relate' 'pertain']",valid
2594,toxoid,4,,invalid
2595,tr,1,,invalid
2596,trace,25,"['follow' 'draw' 'delineate' 'trace' 'line' 'describe' 'hound' 'retrace'
 'decipher' 'hunt']",valid
2597,trachea,11,,invalid
2598,tracheal,9,,invalid
2599,track,37,"['go_after' 'tag' 'chase' 'tail' 'cover' 'chase_after' 'trail'
 'get_across' 'cut_through' 'cross' 'dog' 'pass_over' 'get_over'
 'traverse' 'cut_across' 'track' 'give_chase']",valid
2600,tract,2,,invalid
2601,trade,9,['switch' 'merchandise' 'trade_in' 'swop' 'sell' 'deal' 'swap' 'trade'],valid
2602,traffic,3,['traffic'],valid
2603,trail,4,"['go_after' 'tag' 'track' 'drop_behind' 'chase' 'shack' 'tail'
 'chase_after' 'trail' 'train' 'get_behind' 'drag' 'hang_back' 'dog'
 'give_chase' 'drop_back']",valid
2604,train,40,"['develop' 'rail' 'groom' 'train' 'direct' 'educate' 'civilise' 'trail'
 'condition' 'coach' 'discipline' 'take' 'check' 'cultivate' 'school'
 'aim' 'take_aim' 'prepare' 'civilize']",valid
2605,transduce,2,['transduce'],valid
2606,transfected,2,,invalid
2607,transfer,31,"['channel' 'reassign' 'channelise' 'transport' 'channelize' 'transmit'
 'shift' 'remove' 'change' 'transpose' 'transfer' 'transplant']",valid
2608,transform,8,['transform' 'metamorphose' 'translate' 'transubstantiate' 'transmute'],valid
2609,transformative,1,,invalid
2610,transfuse,20,['instill' 'cup' 'transfuse'],valid
2611,transfusion,7,,invalid
2612,transient,2,,invalid
2613,transientlocalised,1,,invalid
2614,transition,4,['transition'],valid
2615,translate,21,['transform' 'read' 'translate' 'render' 'interpret' 'understand'],valid
2616,transmit,46,"['channel' 'channelise' 'transport' 'broadcast' 'channelize' 'communicate'
 'transmit' 'convey' 'beam' 'air' 'carry' 'impart' 'send' 'transfer'
 'conduct']",valid
2617,transplant,11,['transpose' 'transfer' 'transplant' 'graft'],valid
2618,transport,1,"['enrapture' 'enthrall' 'channel' 'channelise' 'transport' 'ship' 'ravish'
 'enthral' 'delight' 'channelize' 'transmit' 'carry' 'enchant' 'send'
 'transfer']",valid
2619,transverse,1,,invalid
2620,trauma,1,,invalid
2621,travel,5,['journey' 'move' 'move_around' 'trip' 'travel' 'jaunt' 'go' 'locomote'],valid
2622,treat,671,"['care_for' 'cover' 'plow' 'address' 'treat' 'do_by' 'process' 'handle'
 'deal' 'regale']",valid
2623,treatment,1,,invalid
2624,trend,13,['cut' 'veer' 'trend' 'slew' 'sheer' 'swerve' 'slue' 'curve'],valid
2625,triaging,3,,invalid
2626,trialled,1,,invalid
2627,trialswebsite,1,,invalid
2628,trialÃÂÂreported,1,,invalid
2629,trigger,85,"['touch_off' 'set_off' 'trigger_off' 'trip' 'spark' 'spark_off' 'activate'
 'trigger' 'actuate']",valid
2630,trimerized,1,,invalid
2631,triple,2,['triple' 'treble'],valid
2632,triplicate,1,['triplicate'],valid
2633,truncate,6,['cut_short' 'truncate'],valid
2634,try,5,"['judge' 'adjudicate' 'try' 'examine' 'hear' 'try_out' 'sample' 'test'
 'essay' 'strain' 'stress' 'render' 'assay' 'attempt' 'seek' 'prove'
 'taste' 'try_on']",valid
2635,tune,7,['tune' 'tune_up'],valid
2636,turn,24,"['change_by_reversal' 'sour' 'wrench' 'work' 'twist' 'ferment'
 'move_around' 'rick' 'turn' 'become' 'call_on' 'sprain' 'release' 'wrick'
 'flex' 'deform' 'change_state' 'bend' 'plow' 'grow' 'turn_over' 'reverse'
 'plough']",valid
2637,twin,1,['couple' 'duplicate' 'twin' 'mate' 'pair' 'parallel' 'match'],valid
2638,type,10,['typecast' 'type' 'typewrite'],valid
2639,ultrasound,1,,invalid
2640,ultrasounds,2,,invalid
2641,unboosted,2,,invalid
2642,uncontrolled,13,,invalid
2643,uncouple,1,['decouple' 'uncouple'],valid
2644,uncover,9,['expose' 'unveil' 'reveal' 'bring_out' 'uncover'],valid
2645,underdiagnosed,1,,invalid
2646,underdiagnosis,1,,invalid
2647,underestimate,15,['undervalue' 'underestimate' 'lowball' 'underrate'],valid
2648,undergo,172,['undergo'],valid
2649,underlie,242,['underlie'],valid
2650,underline,7,['emphasise' 'underline' 'emphasize' 'underscore'],valid
2651,undermine,1,"['counteract' 'weaken' 'undermine' 'sabotage' 'subvert' 'cave'
 'countermine']",valid
2652,underperform,1,['underperform' 'underachieve'],valid
2653,underpin,8,['underpin' 'bear_out' 'corroborate' 'support'],valid
2654,underpowered,1,,invalid
2655,underreporting,6,,invalid
2656,underrepresent,1,,invalid
2657,underscore,20,['emphasise' 'underline' 'emphasize' 'underscore'],valid
2658,understand,502,"['empathise' 'see' 'sympathize' 'realise' 'infer' 'read' 'empathize'
 'translate' 'sympathise' 'realize' 'interpret' 'understand']",valid
2659,understate,2,['downplay' 'minimise' 'minimize' 'understate'],valid
2660,understudy,4,['alternate' 'understudy'],valid
2661,undertake,48,"['guarantee' 'contract' 'take_in_charge' 'tackle' 'set_about' 'attempt'
 'take_on' 'undertake']",valid
2662,undesired,1,,invalid
2663,undeway,1,,invalid
2664,unexposed,34,,invalid
2665,unfold,6,"['blossom_forth' 'stretch' 'blossom' 'spread' 'open' 'blossom_out'
 'stretch_out' 'spread_out' 'extend' 'unfold']",valid
2666,unify,1,['amalgamate' 'unite' 'mingle' 'mix' 'unify' 'commix' 'merge'],valid
2667,unintended,1,,invalid
2668,univariatemultivariate,1,,invalid
2669,unload,2,"['unload' 'offload' 'set_down' 'unlade' 'put_down' 'drop' 'discharge'
 'drop_off']",valid
2670,unmask,1,['unmask' 'uncloak'],valid
2671,unmodifed,1,,invalid
2672,unravel,3,"['unknot' 'untangle' 'ravel' 'ravel_out' 'unpick' 'unravel' 'unscramble'
 'run']",valid
2673,unrecognised,2,,invalid
2674,unrelenting,1,,invalid
2675,unsafe,1,,invalid
2676,unsatisfactory,2,,invalid
2677,unsolicited,3,,invalid
2678,unterschied,1,,invalid
2679,unvaccinated,4,,invalid
2680,unveil,2,['unveil' 'bring_out' 'uncover' 'reveal'],valid
2681,unweighted,1,,invalid
2682,update,71,['update'],valid
2683,upregulate,1,,invalid
2684,upregulated,1,,invalid
2685,upstage,2,['upstage'],valid
2686,uptake,71,,invalid
2687,urge,5,"['cheer' 'press' 'advocate' 'pep_up' 'inspire' 'exhort' 'barrack'
 'urge_on' 'root_on' 'recommend' 'urge']",valid
2688,usa,2,,invalid
2689,use,3732,"['use' 'utilize' 'utilise' 'expend' 'apply' 'practice' 'habituate'
 'employ']",valid
2690,utilise,7,['use' 'utilize' 'utilise' 'apply' 'employ'],valid
2691,utilize,82,['use' 'utilize' 'utilise' 'apply' 'employ'],valid
2692,v-01,1,,invalid
2693,v50,1,,invalid
2694,vaccin,2,,invalid
2695,vaccinate,2946,['vaccinate' 'immunise' 'inoculate' 'immunize'],valid
2696,vaccinatedunvaccinated,1,,invalid
2697,vaccination,4,,invalid
2698,vaccinationboosting,1,,invalid
2699,vaccine,6,,invalid
2700,vaccined,1,,invalid
2701,vaccines,2,,invalid
2702,vaccineÃÂÂassociated,1,,invalid
2703,vaccineÃÂÂinduced,8,,invalid
2704,vaccineÃÂÂrelated,1,,invalid
2705,valid,1,,invalid
2706,validate,36,['formalise' 'formalize' 'corroborate' 'validate'],valid
2707,validatedreconciled,2,,invalid
2708,value,1,"['treasure' 'evaluate' 'measure' 'appreciate' 'assess' 'valuate'
 'appraise' 'prise' 'rate' 'value' 'prize' 'respect' 'esteem']",valid
2709,vanderbilt,2,,invalid
2710,vanish,5,['vaporize' 'fell' 'vanish' 'fly' 'go_away' 'disappear'],valid
2711,variant2,1,,invalid
2712,vary,160,['depart' 'vary' 'diverge' 'change' 'deviate' 'motley' 'variegate' 'alter'],valid
2713,ve,47,,invalid
2714,veclip,1,,invalid
2715,vector,1,,invalid
2716,vectored,88,,invalid
2717,vectorÃÂÂbased,1,,invalid
2718,vectorÃÂÂexpressed,1,,invalid
2719,ved,4,,invalid
2720,vemrna-1273,1,,invalid
2721,ven,1,,invalid
2722,ventilate,5,['give_vent' 'ventilate' 'vent' 'air' 'air_out'],valid
2723,verabreichten,1,,invalid
2724,verify,42,['assert' 'aver' 'control' 'verify' 'swan' 'avow' 'affirm' 'swear'],valid
2725,verse,1,['poetize' 'versify' 'verse' 'poetise'],valid
2726,vet,1,['vet'],valid
2727,veterinarians,1,,invalid
2728,victimes,2,,invalid
2729,view,10,"['see' 'catch' 'watch' 'regard' 'view' 'take_in' 'reckon' 'consider'
 'look_at']",valid
2730,vigilant,1,,invalid
2731,vignettes,1,,invalid
2732,viralÃÂÂvectored,1,,invalid
2733,virusÃÂÂbased,1,,invalid
2734,visit,47,"['shoot_the_breeze' 'natter' 'chaffer' 'visit' 'travel_to' 'chatter'
 'call' 'chit-chat' 'chew_the_fat' 'confab' 'gossip' 'claver' 'call_in'
 'jaw' 'inspect' 'confabulate' 'chitchat' 'inflict' 'see' 'bring_down'
 'impose' 'chat']",valid
2735,visualize,3,"['visualise' 'see' 'figure' 'visualize' 'fancy' 'picture' 'image'
 'project' 'envision']",valid
2736,vitro,3,,invalid
2737,vitt,43,,invalid
2738,vivo,13,,invalid
2739,vntr,1,,invalid
2740,vocalize,1,"['articulate' 'voice' 'vowelise' 'sound' 'phonate' 'vocalise' 'enunciate'
 'vocalize' 'vowelize']",valid
2741,vocs,2,,invalid
2742,volunteer,5,['volunteer' 'offer'],valid
2743,vomit,21,"['retch' 'cat' 'vomit' 'upchuck' 'disgorge' 'sick' 'be_sick' 'honk'
 'chuck' 'regurgitate' 'cast' 'throw_up' 'vomit_up' 'spew' 'purge' 'puke'
 'regorge' 'barf' 'spue']",valid
2744,vote,1,['vote'],valid
2745,vtn,1,,invalid
2746,vulnerable,1,,invalid
2747,wa,2,,invalid
2748,wait,25,['hold_off' 'expect' 'look' 'wait' 'await' 'waitress' 'hold_back'],valid
2749,waitlisted,3,,invalid
2750,waitlistedtransplanted,2,,invalid
2751,wake,3,"['awake' 'arouse' 'inflame' 'fire_up' 'rouse' 'awaken' 'stir_up'
 'come_alive' 'wake_up' 'ignite' 'heat' 'wake' 'waken']",valid
2752,walk,2,['take_the_air' 'walk'],valid
2753,wallis,3,,invalid
2754,wan,289,['wan'],valid
2755,wane,10,['decline' 'go_down' 'wane'],valid
2756,want,4,['require' 'want' 'need' 'desire'],valid
2757,wantai,1,,invalid
2758,wantaiÃÂÂbased,1,,invalid
2759,warn,3,['monish' 'discourage' 'admonish' 'warn'],valid
2760,warrant,84,['warrant' 'guarantee' 'justify'],valid
2761,was97730,1,,invalid
2762,wash,3,"['wash_out' 'moisten' 'lap' 'lave' 'rinse' 'launder' 'wash' 'wash_away'
 'dampen' 'wash_off']",valid
2763,waste,1,"['neutralize' 'blow' 'scourge' 'liquidate' 'run_off' 'knock_off'
 'macerate' 'languish' 'emaciate' 'devastate' 'neutralise' 'rot'
 'pine_away' 'consume' 'ware' 'ravage' 'waste' 'desolate' 'lay_waste_to'
 'do_in' 'squander']",valid
2764,watch,3,"['follow' 'look_out' 'determine' 'see' 'ascertain' 'catch' 'watch' 'learn'
 'observe' 'view' 'take_in' 'check' 'watch_over' 'look_on' 'watch_out'
 'find_out' 'keep_an_eye_on']",valid
2765,wave,8,['beckon' 'undulate' 'flap' 'curl' 'wave' 'flourish' 'brandish' 'roll'],valid
2766,weaken,20,"['break' 'step_down' 'counteract' 'weaken' 'undermine' 'sabotage' 'damp'
 'de-escalate' 'subvert' 'dampen' 'soften' 'countermine']",valid
2767,wean,7,['wean' 'ablactate'],valid
2768,weanling,1,,invalid
2769,weaponize,1,['weaponize'],valid
2770,wear,32,"['fag' 'break' 'tire' 'don' 'put_on' 'jade' 'fag_out' 'fall_apart' 'wear'
 'assume' 'weary' 'bust' 'have_on' 'wear_out' 'wear_thin' 'wear_off'
 'endure' 'wear_upon' 'get_into' 'tire_out' 'outwear' 'wear_down'
 'fatigue' 'bear' 'hold_out']",valid
2771,weather,1,['brave' 'weather' 'endure' 'brave_out'],valid
2772,web,2,['web' 'net'],valid
2773,webseiten,1,,invalid
2774,wechatresults,1,,invalid
2775,weigh,12,['matter' 'librate' 'press' 'weigh' 'count' 'consider'],valid
2776,weight,44,['burthen' 'weight_down' 'angle' 'burden' 'slant' 'weight'],valid
2777,welcome,3,['welcome' 'receive'],valid
2778,wellbeing,2,,invalid
2779,wellcome,1,,invalid
2780,wellÃÂÂdesigned,1,,invalid
2781,wellÃÂÂestablished,1,,invalid
2782,welt,1,['whip' 'trounce' 'welt' 'flog' 'lash' 'slash' 'strap' 'lather'],valid
2783,wheeze,8,['wheeze'],valid
2784,whoop,1,['hack' 'whoop'],valid
2785,wide,1,,invalid
2786,widen,2,['extend' 'let_out' 'widen' 'broaden'],valid
2787,wish,1,['bid' 'wish' 'like' 'care' 'wish_well'],valid
2788,withdraw,9,"['take_back' 'move_back' 'take_out' 'retire' 'recall' 'back_out'
 'take_away' 'disengage' 'retreat' 'pull_away' 'draw_off' 'draw_back'
 'crawfish_out' 'sequester' 'swallow' 'withdraw' 'call_in' 'draw'
 'pull_back' ""pull_in_one's_horns"" 'back_away' 'call_back' 'adjourn'
 'sequestrate' 'crawfish' 'bow_out' 'seclude' 'recede' 'remove' 'unsay'
 'take']",valid
2789,withhold,4,['keep_back' 'recoup' 'deduct' 'withhold'],valid
2790,withing,1,,invalid
2791,withstand,3,['withstand' 'resist' 'defy' 'stand_firm' 'hold_up' 'hold' 'hold_out'],valid
2792,witness,3,['find' 'witness' 'see'],valid
2793,wm,20,,invalid
2794,wolff,1,,invalid
2795,wonder,2,['question' 'marvel' 'inquire' 'enquire' 'wonder'],valid
2796,work,97,"['figure_out' 'act_upon' 'make_for' 'exploit' 'sour' 'work' 'lick'
 'put_to_work' 'act' 'knead' 'shape' 'puzzle_out' 'ferment' 'mold' 'play'
 'wreak' 'solve' 'do_work' 'process' 'turn' 'bring' 'go' 'form'
 'influence' 'work_on' 'operate' 'work_out' 'forge' 'cultivate' 'make'
 'run' 'exercise' 'crop' 'function' 'mould']",valid
2797,worry,1,['worry' 'concern' 'interest' 'occupy' 'care' 'vex'],valid
2798,worse,2,,invalid
2799,worsen,70,['exasperate' 'decline' 'worsen' 'exacerbate' 'aggravate'],valid
2800,worship,1,['worship' 'revere' 'idolize' 'hero-worship' 'idolise'],valid
2801,write,33,['spell' 'save' 'compose' 'drop_a_line' 'indite' 'write' 'publish' 'pen'],valid
2802,wwwderegcovidukaachende,1,,invalid
2803,yellow,1,['yellow'],valid
2804,yield,70,"['knuckle_under' 'return' 'give_way' 'cede' 'succumb' 'pay' 'give_in'
 'afford' 'yield' 'give' 'render' 'concede' 'buckle_under' 'grant'
 'relent' 'soften' 'ease_up' 'move_over' 'bear' 'generate']",valid
2805,zeds,3,,invalid
2806,zero,1,['zero_in' 'zero'],valid
2807,ÃÂ²-cells,2,,invalid
2808,ÃÂ²-derived,1,,invalid
2809,ÃÂ³-based,1,,invalid
2810,ÃÂ³-producing,3,,invalid
2811,ÃÂ³-releasing,3,,invalid
2812,ÃÂ³-secreting,3,,invalid
2813,ÃÂºÃÂÃÂº,1,,invalid
2814,ÃÂÂ109,1,,invalid
2815,ÃÂÂ2ÃÂ7,1,,invalid
2816,ÃÂÂacute,1,,invalid
2817,ÃÂÂbased,2,,invalid
2818,ÃÂÂbe,1,,invalid
2819,ÃÂÂconfirmed,1,,invalid
2820,ÃÂÂextended,1,,invalid
2821,ÃÂÂmonitored,1,,invalid
2822,ÃÂÂnoncoreÃÂÂ,1,,invalid
2823,ÃÂÂrelated,1,,invalid
2824,ÃÂÂsecondÃÂÂ,1,,invalid
2825,ÃÂÂseroconverted,1,,invalid
2826,ÃÂÂtrained,1,,invalid
2827,ÃÂÃÂ³-based,1,,invalid
